1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
89	-0.750134	4.821632	20.557752	0.003540	0.4
90	-0.761108	5.816886	19.794793	0.013695	0.5
91	-0.782074	5.689025	19.889625	0.005939	0.4
92	-0.754396	6.351261	19.408053	0.006695	0.5
93	-0.778421	6.222830	19.499615	0.004075	0.5
94	-0.747846	6.094419	19.592031	0.007947	0.4
95	-0.740989	6.083588	19.599867	0.006646	0.5
96	-0.757624	6.029744	19.638910	0.007744	0.5
97	-0.749226	7.029744	18.938264	0.011362	0.9
98	-0.760469	6.901313	19.025438	0.009857	0.5
99	-0.751490	6.772882	19.113418	0.004933	0.5
100	-0.764014	7.772882	18.449132	0.006985	0.5
101	-0.733498	7.649637	18.528497	0.005628	0.5
102	-0.771807	8.649637	17.903582	0.007965	0.5
103	-0.777919	8.521206	17.981471	0.002935	0.5
104	-0.765684	9.104468	17.633087	0.005060	0.6
105	-0.754925	8.976251	17.708509	0.004349	0.6
106	-0.758999	8.847823	17.784704	0.005615	0.6
107	-0.771649	8.719660	17.861399	0.010351	0.6
108	-0.771038	8.591229	17.938920	0.003973	0.6
109	-0.750975	8.462798	18.017118	0.009920	0.6
110	-0.755079	8.334367	18.096000	0.008276	0.6
111	-0.783638	8.205949	18.175568	0.004886	0.7
112	-0.776847	8.077518	18.255846	0.005785	0.6
113	-0.757161	7.949088	18.336837	0.005282	0.7
114	-0.791880	8.949088	17.724570	0.007510	0.6
115	-0.760519	8.820657	17.800906	0.006227	0.6
116	-0.749615	8.692226	17.877902	0.002682	0.6
117	-0.730186	9.690420	17.296430	0.006508	0.6
118	-0.769804	9.634811	17.327827	0.006883	0.6
119	-0.745501	10.634808	16.780083	0.006125	0.6
120	-0.804010	11.632953	16.266830	0.009944	0.6
121	-0.767589	11.504522	16.331103	0.012579	0.6
122	-0.750263	12.504522	15.843673	0.006544	0.6
123	-0.774725	13.504522	15.384497	0.010211	0.6
124	-0.775472	13.376092	15.441973	0.009694	0.6
125	-0.757618	13.247661	15.499882	0.004551	0.6
126	-0.769108	13.119230	15.558226	0.005442	0.6
127	-0.757929	12.990800	15.617011	0.005410	0.6
128	-0.762280	13.990799	15.170694	0.011009	0.6
129	-0.773288	14.990799	14.749178	0.006056	0.6
130	-0.726721	15.990773	14.350463	0.003751	0.6
131	-0.750244	15.863591	14.399973	0.006923	0.6
132	-0.771035	15.735160	14.450317	0.006266	0.6
133	-0.775894	16.735156	14.067378	0.006190	0.6
134	-0.769146	16.607199	14.115242	0.003025	0.6
135	-0.757315	17.604714	13.750515	0.010839	1.1
136	-0.767528	17.476283	13.796413	0.005119	0.6
137	-0.768058	18.476283	13.446927	0.002132	0.6
138	-0.748514	18.349803	13.490149	0.006011	0.6
139	-0.749884	18.221401	13.534313	0.005661	0.6
140	-0.769718	19.221401	13.197817	0.005401	0.6
141	-0.777711	20.220739	12.877855	0.005335	0.6
142	-0.760826	20.749510	12.714753	0.005219	0.6
143	-0.790260	20.621081	12.753987	0.013484	0.6
144	-0.747169	20.492650	12.793464	0.004140	0.6
145	-0.775818	20.364219	12.833186	0.007867	0.6
146	-0.776241	20.235788	12.873155	0.005520	0.6
147	-0.767107	20.107480	12.913336	0.007197	0.6
148	-0.748946	21.107480	12.606660	0.008671	0.6
149	-0.769309	22.107480	12.314213	0.007417	0.6
150	-0.764217	23.107480	12.035027	0.008512	0.7
151	-0.764165	24.107480	11.768219	0.005755	0.6
152	-0.764643	24.999754	11.539947	0.004616	0.7
153	-0.770618	25.854299	11.329477	0.003461	0.6
154	-0.758537	26.853571	11.092896	0.005566	0.6
155	-0.763267	27.853495	10.865849	0.013436	0.6
156	-0.794571	27.725064	10.894490	0.010707	0.6
157	-0.773098	28.725064	10.675395	0.008321	0.6
158	-0.759430	28.596633	10.703039	0.005754	0.6
159	-0.752426	29.596633	10.491503	0.003904	2.4
160	-0.772306	30.558473	10.295780	0.007787	0.6
161	-0.779051	31.558455	10.099892	0.003138	0.6
162	-0.775962	31.964325	10.022495	0.003721	0.6
163	-0.751987	32.173097	9.983144	0.006948	0.6
164	-0.762143	32.044685	10.007312	0.007488	0.6
165	-0.775459	33.044628	9.822155	0.005861	0.6
166	-0.790139	34.044106	9.643807	0.004705	0.6
167	-0.751108	33.915675	9.666360	0.005335	0.6
168	-0.795684	33.787500	9.688975	0.011077	0.6
169	-0.761098	34.787500	9.515298	0.005488	0.6
170	-0.775983	34.670390	9.535315	0.004805	0.7
171	-0.760034	35.589749	9.380404	0.005317	0.7
172	-0.776072	36.186219	9.282563	0.007765	0.6
173	-0.752765	36.057788	9.303457	0.001465	0.6
174	-0.741819	35.932311	9.323962	0.005478	0.6
175	-0.769530	36.270751	9.268862	0.006320	0.6
176	-0.762950	37.102745	9.136138	0.003808	0.6
177	-0.767469	38.102736	8.981559	0.004113	0.6
178	-0.785185	39.102564	8.832147	0.006796	0.6
179	-0.779686	40.102564	8.687601	0.009214	0.7
180	-0.771225	41.102564	8.547710	0.005265	0.6
181	-0.762084	40.974706	8.565344	0.006554	0.6
182	-0.749608	40.849979	8.582617	0.007425	0.6
183	-0.759115	40.721548	8.600476	0.002899	0.6
184	-0.774174	41.716956	8.463974	0.003337	0.6
185	-0.760777	41.740093	8.460853	0.004686	0.6
186	-0.774679	41.620219	8.477050	0.004966	0.6
187	-0.764272	42.147133	8.406315	0.004594	0.6
188	-0.744341	42.018709	8.423446	0.007662	0.6
189	-0.764895	43.017083	8.292079	0.002840	0.6
190	-0.752264	42.888658	8.308747	0.011758	0.6
191	-0.778213	43.785295	8.193753	0.005200	0.6
192	-0.749544	43.656864	8.210029	0.004705	0.6
193	-0.767279	43.528636	8.226343	0.007591	0.8
194	-0.761723	44.496093	8.104830	0.003590	0.6
195	-0.769026	44.367675	8.120752	0.006632	0.6
196	-0.755354	44.239244	8.136739	0.004211	0.6
197	-0.750338	45.009034	8.041849	0.004221	0.6
198	-0.780457	44.880631	8.057523	0.004533	0.6
199	-0.764144	45.876916	7.937488	0.004564	0.6
200	-0.760691	46.875717	7.820687	0.011395	0.6
201	-0.767113	47.875717	7.707139	0.005990	0.6
202	-0.765022	47.747286	7.721537	0.005962	0.6
203	-0.760166	47.618855	7.735989	0.007521	0.6
204	-0.772826	47.492935	7.750211	0.008032	0.6
205	-0.769080	48.492935	7.638686	0.004485	0.6
206	-0.764622	48.364504	7.652829	0.008281	0.6
207	-0.770666	48.236073	7.667025	0.001573	0.7
208	-0.768993	48.108791	7.681146	0.007060	0.5
209	-0.776022	49.034590	7.579607	0.007099	0.5
210	-0.748162	50.034396	7.472925	0.005917	0.5
211	-0.755508	50.974092	7.375358	0.008738	0.5
212	-0.791288	50.845661	7.388542	0.001898	0.4
213	-0.782568	51.844014	7.287280	0.005843	0.6
214	-0.764043	52.232095	7.248662	0.005975	0.6
215	-0.754751	53.232094	7.151013	0.004959	0.6
216	-0.770427	53.103778	7.163396	0.005057	0.6
217	-0.760891	52.975501	7.175818	0.008721	0.7
218	-0.760151	53.975501	7.080109	0.006686	0.6
219	-0.759257	53.847070	7.092258	0.007257	0.6
220	-0.767324	54.847035	6.998754	0.006618	0.6
221	-0.770240	54.718604	7.010625	0.008641	0.6
222	-0.753803	54.590173	7.022536	0.008902	0.5
223	-0.747842	55.590173	6.930846	0.005649	0.5
224	-0.772686	55.461742	6.942488	0.007171	0.4
225	-0.774607	55.459803	6.942664	0.005497	0.5
226	-0.783513	56.443690	6.854460	0.005096	0.5
227	-0.760821	56.315259	6.865847	0.004492	0.4
228	-0.746209	57.026525	6.803260	0.011213	0.5
229	-0.773757	58.026524	6.717171	0.005143	0.5
230	-0.739941	59.026524	6.633235	0.004210	0.4
231	-0.765372	58.898098	6.643897	0.010879	0.5
232	-0.759085	58.822163	6.650217	0.005771	0.4
233	-0.771108	58.693732	6.660934	0.004033	0.5
234	-0.756535	59.483683	6.595557	0.006889	0.4
235	-0.726804	59.617604	6.584600	0.006318	0.5
236	-0.762294	59.649251	6.582017	0.003218	0.4
237	-0.777468	59.890920	6.562352	0.006088	0.5
238	-0.770866	59.762535	6.572784	0.005398	0.4
239	-0.751126	60.762535	6.492395	0.005925	0.4
240	-0.770242	60.634104	6.502610	0.007211	0.5
241	-0.786900	61.111522	6.464802	0.006743	0.5
242	-0.751992	62.111522	6.387017	0.003781	0.4
243	-0.758252	61.983258	6.396889	0.009201	0.4
244	-0.762368	61.860166	6.406392	0.007738	0.4
245	-0.761885	62.860166	6.329998	0.003133	0.4
246	-0.771025	62.731735	6.339707	0.006329	0.4
247	-0.774749	62.608864	6.349024	0.007442	0.4
248	-0.754186	62.480440	6.358791	0.007878	0.4
249	-0.749509	63.479428	6.283597	0.005934	0.4
