1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
60	-0.607790	-0.607793	0.000010	0.029350	804.366418	0.004350	0.000002	0.004350	7.9	9.0	18.7
61	-0.624404	-0.624408	0.000013	0.000000	805.490601	0.004619	0.000002	0.004619	30.8	9.9	42.3
62	-0.628816	-0.628819	0.000011	0.000000	805.490601	0.004224	0.000002	0.004224	8.2	11.4	21.3
63	-0.602569	-0.602572	0.000012	0.999995	768.877551	0.004251	0.000002	0.004251	19.7	22.9	44.8
64	-0.613867	-0.613870	0.000011	0.035111	804.146094	0.004238	0.000002	0.004238	11.7	8.0	21.9
65	-0.619902	-0.619906	0.000012	0.000000	805.490601	0.003981	0.000002	0.003981	8.9	8.2	18.9
66	-0.604915	-0.604918	0.000012	0.999991	768.877693	0.003738	0.000002	0.003738	7.9	10.7	20.4
67	-0.634463	-0.634466	0.000013	0.029308	804.367998	0.005840	0.000002	0.005840	10.3	8.5	20.8
68	-0.617407	-0.617410	0.000013	0.000000	805.490601	0.004075	0.000002	0.004075	17.4	8.6	28.1
69	-0.581239	-0.581243	0.000014	1.000000	768.877392	0.004572	0.000002	0.004572	8.1	9.4	19.6
70	-0.597959	-0.597963	0.000013	2.000000	735.447940	0.004836	0.000002	0.004836	15.7	8.7	26.2
71	-0.606091	-0.606096	0.000014	1.029317	767.854159	0.004279	0.000002	0.004279	8.6	8.2	18.2
72	-0.607798	-0.607802	0.000016	2.029317	734.511695	0.004801	0.000003	0.004801	8.4	12.9	22.9
73	-0.594599	-0.594603	0.000014	2.756673	712.023212	0.003688	0.000002	0.003688	10.9	13.1	25.7
74	-0.619372	-0.619376	0.000015	3.491805	690.651522	0.005186	0.000002	0.005186	18.0	14.1	34.0
75	-0.595249	-0.595253	0.000014	4.491805	663.558442	0.004149	0.000002	0.004149	7.7	8.5	17.7
76	-0.615843	-0.615848	0.000015	3.521122	689.825793	0.003964	0.000002	0.003964	19.3	8.7	33.0
77	-0.598264	-0.598268	0.000014	2.550439	718.258478	0.003717	0.000002	0.003717	9.7	19.2	31.5
78	-0.617740	-0.617744	0.000014	1.579756	749.135753	0.005006	0.000002	0.005006	8.9	8.7	19.4
79	-0.615026	-0.615030	0.000014	2.579756	717.365466	0.004598	0.000002	0.004598	8.3	18.4	29.6
80	-0.594770	-0.594775	0.000014	1.609073	748.164351	0.003380	0.000002	0.003380	8.0	17.1	30.7
81	-0.616769	-0.616773	0.000015	0.651737	781.244599	0.006044	0.000002	0.006044	8.1	8.1	17.9
82	-0.621918	-0.621922	0.000016	1.651737	746.755209	0.004489	0.000002	0.004488	9.4	20.7	34.3
83	-0.602785	-0.602790	0.000017	1.072496	766.352051	0.004100	0.000003	0.004100	19.9	8.3	33.3
84	-0.617241	-0.617245	0.000014	2.072496	733.137090	0.004252	0.000002	0.004252	8.5	8.4	18.6
85	-0.605884	-0.605889	0.000017	3.072496	702.681707	0.004639	0.000003	0.004639	8.7	18.0	28.5
86	-0.603907	-0.603911	0.000015	2.101944	732.202558	0.004498	0.000002	0.004498	24.6	9.1	35.8
87	-0.613110	-0.613115	0.000016	3.018848	704.251198	0.003776	0.000002	0.003776	7.7	8.4	18.3
88	-0.619946	-0.619951	0.000015	4.015441	676.194451	0.004970	0.000002	0.004970	9.1	9.5	20.4
89	-0.629635	-0.629640	0.000017	3.044758	703.492314	0.004008	0.000003	0.004008	9.6	22.0	33.6
90	-0.613165	-0.613170	0.000016	2.074076	733.086892	0.003865	0.000003	0.003865	48.7	8.9	59.5
91	-0.615079	-0.615084	0.000018	1.103401	765.280531	0.005144	0.000003	0.005144	7.6	8.6	17.5
92	-0.606117	-0.606122	0.000017	2.101690	732.210601	0.004611	0.000003	0.004611	8.2	7.9	17.7
93	-0.639560	-0.639565	0.000018	1.131007	764.325923	0.003874	0.000003	0.003874	8.1	9.3	19.4
94	-0.593761	-0.593767	0.000017	0.160324	799.387684	0.003816	0.000003	0.003816	7.9	8.0	17.7
95	-0.622608	-0.622613	0.000017	0.000000	805.490601	0.003392	0.000003	0.003392	8.7	9.3	19.5
96	-0.637910	-0.637915	0.000017	0.856880	773.912039	0.004453	0.000003	0.004453	8.0	8.6	18.4
97	-0.622526	-0.622532	0.000017	1.851121	740.239498	0.004790	0.000003	0.004790	8.2	8.3	18.0
98	-0.625982	-0.625987	0.000017	0.880438	773.078782	0.003628	0.000003	0.003628	8.0	17.6	27.1
99	-0.600457	-0.600463	0.000018	1.736580	743.968639	0.004100	0.000003	0.004100	19.1	16.0	36.7
100	-0.615408	-0.615414	0.000018	0.861940	773.732927	0.003902	0.000003	0.003902	7.3	8.8	17.8
101	-0.628868	-0.628874	0.000019	1.337428	757.262772	0.005466	0.000003	0.005466	8.7	8.2	18.5
102	-0.616250	-0.616256	0.000019	0.366745	791.664931	0.003591	0.000003	0.003591	8.7	9.5	21.5
103	-0.601136	-0.601142	0.000019	0.000000	805.490601	0.003564	0.000003	0.003563	25.5	20.5	47.3
104	-0.619201	-0.619207	0.000020	0.996650	768.994480	0.004050	0.000003	0.004050	8.3	9.0	18.7
105	-0.626189	-0.626194	0.000018	1.996650	735.555067	0.003749	0.000003	0.003748	8.0	9.3	18.9
106	-0.602917	-0.602922	0.000018	2.996650	704.902661	0.003774	0.000003	0.003774	10.7	27.8	40.5
107	-0.601257	-0.601263	0.000019	2.025975	734.618303	0.004254	0.000003	0.004254	32.5	9.1	43.7
108	-0.632072	-0.632077	0.000020	1.055292	766.949843	0.003683	0.000003	0.003683	9.4	12.5	24.0
109	-0.619165	-0.619171	0.000020	2.054246	733.717445	0.004438	0.000003	0.004438	8.7	8.0	18.7
110	-0.616032	-0.616039	0.000021	1.083563	765.967997	0.004583	0.000003	0.004583	8.4	8.6	19.1
111	-0.636526	-0.636531	0.000020	0.112880	801.184043	0.003718	0.000003	0.003718	7.8	8.0	17.5
112	-0.623340	-0.623346	0.000020	0.000000	805.490601	0.003769	0.000003	0.003769	8.3	7.8	17.6
113	-0.611076	-0.611083	0.000021	0.909768	772.043892	0.004560	0.000003	0.004560	7.7	8.4	17.7
114	-0.620690	-0.620696	0.000021	0.000000	805.490601	0.004982	0.000003	0.004982	7.7	7.8	17.0
115	-0.608968	-0.608975	0.000022	0.000000	805.490601	0.003202	0.000003	0.003201	7.9	8.8	18.4
116	-0.631873	-0.631879	0.000021	0.000000	805.490601	0.003972	0.000003	0.003972	7.5	7.8	16.7
117	-0.615665	-0.615672	0.000022	0.000000	805.490601	0.004083	0.000003	0.004083	8.0	9.8	19.3
118	-0.615795	-0.615802	0.000023	0.000000	805.490601	0.004317	0.000003	0.004317	7.6	7.9	16.8
119	-0.628447	-0.628454	0.000024	0.000000	805.490601	0.004018	0.000003	0.004018	8.4	8.9	18.7
120	-0.609427	-0.609434	0.000022	0.000000	805.490601	0.004047	0.000003	0.004047	7.9	8.7	18.5
121	-0.620698	-0.620705	0.000023	0.000000	805.490601	0.004223	0.000003	0.004223	25.7	9.1	36.7
122	-0.640997	-0.641003	0.000022	0.000000	805.490601	0.003610	0.000003	0.003610	26.1	10.7	38.6
123	-0.605346	-0.605353	0.000021	0.814031	775.432227	0.004131	0.000003	0.004131	22.7	7.5	32.0
124	-0.599395	-0.599403	0.000027	0.000000	805.490601	0.004724	0.000003	0.004723	7.6	8.0	17.0
125	-0.605618	-0.605625	0.000024	0.000000	805.490601	0.004041	0.000003	0.004041	9.1	8.8	19.3
126	-0.620382	-0.620389	0.000023	0.999508	768.894600	0.003460	0.000003	0.003460	7.4	8.0	17.2
127	-0.621212	-0.621219	0.000022	1.999508	735.463684	0.003694	0.000003	0.003694	10.2	8.1	19.9
128	-0.638021	-0.638028	0.000023	2.999507	704.818744	0.004471	0.000003	0.004471	9.9	10.5	22.8
129	-0.592669	-0.592676	0.000023	3.999507	676.625442	0.003941	0.000003	0.003941	7.5	8.1	17.1
130	-0.624056	-0.624063	0.000025	3.028824	703.958817	0.004172	0.000003	0.004172	9.1	9.7	20.3
131	-0.555462	-0.555470	0.000025	2.058141	733.593509	0.003790	0.000003	0.003790	15.4	8.2	25.4
132	-0.625497	-0.625505	0.000026	1.087458	765.832927	0.003590	0.000003	0.003590	8.1	8.3	18.5
133	-0.603509	-0.603516	0.000023	2.087315	732.666501	0.004146	0.000003	0.004146	9.5	19.0	30.1
134	-0.612276	-0.612283	0.000025	3.087305	702.249686	0.004034	0.000003	0.004034	12.0	18.2	33.9
135	-0.604963	-0.604972	0.000027	4.087305	674.257454	0.003473	0.000003	0.003473	9.1	8.4	21.5
136	-0.615353	-0.615362	0.000028	3.477596	691.052454	0.004561	0.000003	0.004560	8.4	17.5	27.9
137	-0.626264	-0.626271	0.000023	2.704545	713.588997	0.003403	0.000003	0.003403	9.2	17.2	28.8
138	-0.594709	-0.594716	0.000024	3.704405	684.707946	0.003732	0.000003	0.003732	12.0	8.6	23.3
139	-0.629235	-0.629243	0.000029	4.704405	658.070180	0.003840	0.000004	0.003840	8.6	10.7	21.3
140	-0.614490	-0.614498	0.000026	3.933470	678.417500	0.004078	0.000003	0.004077	19.8	18.1	43.2
141	-0.613834	-0.613842	0.000027	4.933470	652.257580	0.004408	0.000003	0.004407	8.8	8.7	19.0
142	-0.590316	-0.590324	0.000028	3.962787	677.620749	0.003813	0.000003	0.003813	8.2	13.2	23.0
143	-0.643354	-0.643362	0.000026	2.992104	705.036226	0.005026	0.000003	0.005026	12.1	12.2	26.2
144	-0.629204	-0.629213	0.000028	2.021541	734.759778	0.003670	0.000003	0.003670	19.2	9.8	32.5
145	-0.621966	-0.621974	0.000027	1.050858	767.104046	0.004175	0.000003	0.004175	7.4	8.6	17.7
146	-0.611742	-0.611750	0.000027	0.183359	798.518433	0.004732	0.000003	0.004732	19.7	24.7	46.6
147	-0.630897	-0.630906	0.000030	0.000000	805.490601	0.004689	0.000004	0.004689	8.4	8.4	18.4
148	-0.620755	-0.620764	0.000029	1.000000	768.877392	0.004632	0.000003	0.004632	7.7	9.6	19.3
149	-0.622293	-0.622302	0.000028	0.030288	804.330527	0.003740	0.000003	0.003740	9.1	9.4	20.3
150	-0.605103	-0.605111	0.000028	0.000000	805.490601	0.004238	0.000003	0.004238	33.5	12.5	48.0
151	-0.635952	-0.635961	0.000029	0.999999	768.877429	0.004899	0.000004	0.004899	14.3	22.8	39.1
152	-0.609517	-0.609525	0.000027	0.029316	804.367708	0.003884	0.000003	0.003884	8.1	8.8	18.7
153	-0.617097	-0.617106	0.000031	0.000000	805.490601	0.005796	0.000004	0.005796	8.0	7.9	17.6
154	-0.614384	-0.614393	0.000030	0.000000	805.490601	0.004167	0.000003	0.004167	8.1	9.1	19.0
155	-0.583112	-0.583121	0.000031	0.000000	805.490601	0.004551	0.000004	0.004551	8.0	8.1	17.5
156	-0.631006	-0.631015	0.000030	0.000000	805.490601	0.003999	0.000003	0.003999	8.7	8.9	19.0
157	-0.611331	-0.611340	0.000030	0.000000	805.490601	0.005130	0.000003	0.005129	7.9	8.7	19.2
158	-0.633270	-0.633279	0.000030	0.000000	805.490601	0.003589	0.000003	0.003588	8.2	8.2	18.2
159	-0.625359	-0.625367	0.000028	0.000000	805.490601	0.005153	0.000003	0.005153	19.0	24.2	44.6
160	-0.629259	-0.629268	0.000030	0.000000	805.490601	0.004104	0.000003	0.004104	19.7	7.9	29.1
161	-0.618119	-0.618129	0.000032	0.000000	805.490601	0.003999	0.000004	0.003999	9.0	9.4	19.9
162	-0.637604	-0.637613	0.000032	0.000000	805.490601	0.003368	0.000004	0.003368	7.5	8.1	17.9
163	-0.600679	-0.600689	0.000031	1.000000	768.877392	0.004160	0.000003	0.004160	11.0	23.9	37.6
164	-0.654217	-0.654227	0.000034	1.999986	735.448402	0.004707	0.000004	0.004707	18.4	8.8	29.7
165	-0.612368	-0.612378	0.000034	2.999958	704.805497	0.003572	0.000004	0.003572	7.6	7.7	16.7
166	-0.610243	-0.610253	0.000034	2.033597	734.375206	0.003512	0.000004	0.003512	9.3	10.2	21.5
167	-0.606325	-0.606334	0.000033	3.033597	703.819024	0.004318	0.000004	0.004318	9.3	30.4	41.7
168	-0.601455	-0.601465	0.000034	2.062914	733.441699	0.003995	0.000004	0.003995	18.5	18.7	39.3
169	-0.635023	-0.635033	0.000032	1.092231	765.667480	0.003811	0.000004	0.003811	9.8	15.9	27.7
170	-0.629591	-0.629600	0.000033	0.121548	800.855264	0.003591	0.000004	0.003590	7.6	8.8	18.0
171	-0.610370	-0.610380	0.000034	0.000000	805.490601	0.003855	0.000004	0.003855	7.6	7.8	16.8
172	-0.616229	-0.616239	0.000034	0.999999	768.877413	0.003559	0.000004	0.003559	8.1	9.2	18.6
173	-0.609588	-0.609598	0.000035	0.096048	801.823297	0.004556	0.000004	0.004556	7.8	7.8	17.0
174	-0.610406	-0.610416	0.000031	0.870019	773.447087	0.004016	0.000003	0.004016	8.6	8.7	18.7
175	-0.595285	-0.595296	0.000036	0.525629	785.821540	0.003494	0.000004	0.003494	7.8	7.7	17.1
176	-0.640778	-0.640787	0.000030	0.000000	805.490601	0.004032	0.000003	0.004032	8.6	7.8	17.9
177	-0.633190	-0.633199	0.000031	1.000000	768.877392	0.006978	0.000003	0.006978	7.9	8.4	18.9
178	-0.633641	-0.633651	0.000034	0.029317	804.367668	0.003613	0.000004	0.003613	7.9	8.0	17.7
179	-0.620475	-0.620485	0.000035	0.000000	805.490601	0.003842	0.000004	0.003842	7.8	9.1	19.0
180	-0.607108	-0.607119	0.000035	0.000000	805.490601	0.003558	0.000004	0.003558	8.3	20.5	30.6
181	-0.645505	-0.645516	0.000037	0.000000	805.490601	0.003779	0.000004	0.003779	18.3	19.1	39.3
182	-0.620395	-0.620408	0.000041	0.000000	805.490601	0.005434	0.000004	0.005434	12.2	8.2	22.3
183	-0.632077	-0.632088	0.000036	0.000000	805.490601	0.003713	0.000004	0.003713	27.4	10.6	39.9
184	-0.585319	-0.585330	0.000036	0.999998	768.877463	0.003378	0.000004	0.003378	7.3	8.3	17.6
185	-0.599090	-0.599099	0.000032	0.029315	804.367745	0.003397	0.000003	0.003397	9.1	8.9	19.6
186	-0.619162	-0.619173	0.000035	0.000000	805.490601	0.003627	0.000004	0.003627	7.7	8.0	17.3
187	-0.609121	-0.609133	0.000040	0.000000	805.490601	0.003970	0.000004	0.003970	10.8	8.2	21.1
188	-0.626066	-0.626077	0.000038	0.000000	805.490601	0.004154	0.000004	0.004154	15.5	8.3	28.7
189	-0.612527	-0.612538	0.000036	0.000000	805.490601	0.004766	0.000004	0.004766	8.1	10.0	20.0
190	-0.620136	-0.620147	0.000038	0.999997	768.877487	0.004459	0.000004	0.004459	14.2	8.2	24.4
191	-0.642935	-0.642945	0.000036	0.029314	804.367771	0.004395	0.000004	0.004395	9.2	8.4	19.3
192	-0.635176	-0.635188	0.000041	0.000000	805.490601	0.003993	0.000004	0.003992	8.3	18.9	28.6
193	-0.604386	-0.604398	0.000039	0.000000	805.490601	0.003631	0.000004	0.003630	9.7	9.1	22.1
194	-0.604233	-0.604245	0.000042	0.000000	805.490601	0.004422	0.000004	0.004422	14.6	13.1	30.4
195	-0.630353	-0.630365	0.000040	0.000000	805.490601	0.003613	0.000004	0.003613	7.8	8.1	17.6
196	-0.605091	-0.605104	0.000040	1.000000	768.877392	0.003396	0.000004	0.003395	8.3	17.3	27.2
197	-0.637881	-0.637893	0.000040	0.029317	804.367648	0.003627	0.000004	0.003627	10.9	19.2	32.4
198	-0.626885	-0.626897	0.000038	0.000000	805.490601	0.003895	0.000004	0.003895	9.7	10.0	23.1
199	-0.605381	-0.605392	0.000037	0.000000	805.490601	0.003541	0.000004	0.003541	8.3	17.3	28.5
200	-0.632931	-0.632943	0.000040	0.000000	805.490601	0.003586	0.000004	0.003586	8.5	8.0	20.0
201	-0.591908	-0.591921	0.000042	0.000000	805.490601	0.003935	0.000004	0.003935	21.0	10.3	32.7
202	-0.619780	-0.619792	0.000041	0.000000	805.490601	0.003886	0.000004	0.003886	7.9	8.5	18.2
203	-0.623608	-0.623621	0.000043	0.000000	805.490601	0.003953	0.000004	0.003953	8.3	19.4	31.9
204	-0.628698	-0.628710	0.000037	0.000000	805.490601	0.003798	0.000004	0.003798	8.0	15.6	26.4
205	-0.627360	-0.627372	0.000040	0.000000	805.490601	0.004106	0.000004	0.004106	11.4	8.3	22.6
206	-0.648990	-0.649002	0.000039	1.000000	768.877392	0.004141	0.000004	0.004141	20.3	23.8	46.1
207	-0.614103	-0.614115	0.000039	1.999918	735.450562	0.003737	0.000004	0.003737	7.3	8.5	17.4
208	-0.629775	-0.629788	0.000043	2.999918	704.806684	0.003763	0.000004	0.003762	7.7	10.3	19.5
209	-0.615694	-0.615705	0.000040	2.960589	705.963554	0.004021	0.000004	0.004021	8.7	9.6	19.8
210	-0.634348	-0.634361	0.000044	1.990630	735.747675	0.003998	0.000004	0.003998	10.6	31.1	43.2
211	-0.614112	-0.614125	0.000043	1.019947	768.180896	0.003492	0.000004	0.003492	10.0	9.8	21.9
212	-0.608822	-0.608834	0.000039	0.049264	803.605419	0.003679	0.000004	0.003679	20.0	9.0	31.1
213	-0.625724	-0.625736	0.000041	0.000000	805.490601	0.002930	0.000004	0.002930	8.7	8.5	18.9
214	-0.610571	-0.610584	0.000045	0.996104	769.013590	0.003443	0.000004	0.003443	7.8	8.1	17.7
215	-0.602998	-0.603010	0.000043	0.583181	783.726124	0.003268	0.000004	0.003268	8.3	8.0	17.8
216	-0.636117	-0.636130	0.000043	0.000000	805.490601	0.004088	0.000004	0.004088	7.9	8.8	18.5
217	-0.626582	-0.626595	0.000046	1.000000	768.877392	0.003239	0.000004	0.003238	7.8	8.0	18.0
218	-0.596356	-0.596369	0.000046	2.000000	735.447940	0.004112	0.000004	0.004112	8.5	9.7	19.7
219	-0.619714	-0.619727	0.000044	1.029317	767.854156	0.004920	0.000004	0.004920	8.0	8.2	17.6
220	-0.582842	-0.582855	0.000045	0.058634	803.247859	0.003549	0.000004	0.003549	30.2	15.0	47.0
221	-0.614131	-0.614144	0.000046	1.055472	766.943589	0.004618	0.000004	0.004618	13.0	8.5	23.1
222	-0.622978	-0.622991	0.000043	0.140074	800.153434	0.003300	0.000004	0.003300	8.7	8.1	18.2
223	-0.647328	-0.647340	0.000040	0.000000	805.490601	0.003523	0.000004	0.003523	7.9	8.8	18.5
224	-0.614081	-0.614095	0.000046	0.000000	805.490601	0.003794	0.000004	0.003794	11.9	34.1	48.0
225	-0.637255	-0.637268	0.000044	0.000000	805.490601	0.003507	0.000004	0.003507	8.7	9.5	19.7
226	-0.627283	-0.627297	0.000046	0.000000	805.490601	0.003684	0.000004	0.003684	8.0	9.3	19.9
227	-0.614969	-0.614982	0.000044	0.000000	805.490601	0.004169	0.000004	0.004169	10.0	34.1	46.2
228	-0.645683	-0.645698	0.000049	0.000000	805.490601	0.004941	0.000004	0.004941	11.9	10.9	25.1
229	-0.635107	-0.635121	0.000044	1.000000	768.877392	0.003935	0.000004	0.003935	22.7	11.9	36.2
230	-0.634868	-0.634881	0.000046	0.029317	804.367668	0.005201	0.000004	0.005201	7.9	7.7	17.0
231	-0.622073	-0.622087	0.000047	1.029189	767.858606	0.004530	0.000004	0.004530	8.4	8.6	18.4
232	-0.629342	-0.629356	0.000046	0.359029	791.950911	0.004603	0.000004	0.004603	8.0	7.8	17.8
233	-0.627860	-0.627874	0.000048	0.000000	805.490601	0.004546	0.000004	0.004546	8.8	8.0	18.2
234	-0.623915	-0.623931	0.000051	0.000000	805.490601	0.004784	0.000005	0.004784	7.5	8.3	17.6
235	-0.609538	-0.609552	0.000047	0.435273	789.133983	0.004533	0.000004	0.004533	8.3	7.8	17.4
236	-0.620035	-0.620049	0.000047	0.000000	805.490601	0.003802	0.000004	0.003802	7.5	8.4	17.8
237	-0.623955	-0.623970	0.000049	0.000000	805.490601	0.004049	0.000004	0.004049	7.5	7.8	16.7
238	-0.626532	-0.626545	0.000045	0.000000	805.490601	0.003617	0.000004	0.003617	7.7	8.9	18.6
239	-0.615452	-0.615467	0.000051	0.999980	768.878091	0.003656	0.000005	0.003656	7.7	7.9	17.2
240	-0.613649	-0.613664	0.000052	1.999980	735.448580	0.003670	0.000005	0.003670	8.0	9.5	19.5
241	-0.634539	-0.634554	0.000053	1.029297	767.854856	0.007824	0.000005	0.007823	8.4	12.1	33.5
242	-0.652620	-0.652636	0.000054	0.058614	803.248625	0.003714	0.000005	0.003714	7.3	24.9	33.8
243	-0.638673	-0.638687	0.000049	0.000000	805.490601	0.003487	0.000004	0.003487	7.4	9.5	18.7
244	-0.629351	-0.629366	0.000051	0.000000	805.490601	0.004741	0.000004	0.004741	30.3	8.6	40.6
245	-0.620688	-0.620704	0.000052	1.000000	768.877392	0.003682	0.000005	0.003682	7.9	8.2	17.7
246	-0.635677	-0.635691	0.000049	0.029324	804.367381	0.004469	0.000004	0.004469	8.9	7.9	18.3
247	-0.617523	-0.617540	0.000055	0.000000	805.490601	0.004813	0.000005	0.004813	9.2	9.4	20.4
248	-0.630538	-0.630551	0.000045	0.000000	805.490601	0.004431	0.000004	0.004431	8.2	18.2	29.0
249	-0.627282	-0.627297	0.000050	1.000000	768.877392	0.003600	0.000004	0.003600	8.1	8.4	18.1
250	-0.590871	-0.590888	0.000054	0.029317	804.367668	0.003550	0.000005	0.003550	10.0	12.6	24.6
251	-0.609294	-0.609310	0.000053	0.000000	805.490601	0.003393	0.000005	0.003393	8.2	8.2	18.4
252	-0.631797	-0.631814	0.000054	0.000000	805.490601	0.003512	0.000005	0.003512	8.6	8.7	18.8
253	-0.610450	-0.610466	0.000053	0.999994	768.877589	0.004527	0.000005	0.004527	9.2	14.6	25.3
254	-0.604081	-0.604095	0.000050	0.029311	804.367883	0.003922	0.000004	0.003922	8.8	11.9	22.4
255	-0.645222	-0.645238	0.000053	0.000000	805.490601	0.003788	0.000004	0.003788	19.2	9.2	33.6
256	-0.608530	-0.608548	0.000059	1.000000	768.877394	0.003851	0.000005	0.003851	9.0	8.1	18.4
257	-0.637939	-0.637954	0.000049	0.029522	804.359836	0.003670	0.000004	0.003670	8.2	19.0	30.3
258	-0.598412	-0.598429	0.000055	1.029360	767.852658	0.003413	0.000005	0.003412	8.2	19.6	30.5
259	-0.634429	-0.634449	0.000068	1.533774	750.664436	0.003754	0.000006	0.003753	8.1	8.9	19.1
260	-0.597713	-0.597730	0.000057	0.563091	784.456311	0.003509	0.000005	0.003509	18.4	12.2	33.3
261	-0.607624	-0.607641	0.000056	1.521081	751.087495	0.003507	0.000005	0.003507	8.2	13.0	22.9
262	-0.608532	-0.608551	0.000063	0.550398	784.918327	0.004017	0.000005	0.004017	13.2	9.1	24.0
263	-0.629630	-0.629646	0.000052	1.550398	750.111034	0.004595	0.000005	0.004595	8.5	9.5	29.3
264	-0.629012	-0.629029	0.000057	0.579715	783.851984	0.003704	0.000005	0.003703	8.6	10.7	30.7
265	-0.597135	-0.597151	0.000056	0.000000	805.490601	0.003337	0.000005	0.003337	11.9	9.2	22.9
266	-0.632386	-0.632404	0.000059	1.000000	768.877392	0.003848	0.000005	0.003848	11.8	8.5	22.0
267	-0.622200	-0.622216	0.000054	2.000000	735.447940	0.004119	0.000005	0.004119	28.9	8.5	39.7
268	-0.633657	-0.633675	0.000060	2.999918	704.806674	0.004296	0.000005	0.004296	7.9	7.8	17.2
269	-0.622929	-0.622947	0.000060	3.579068	688.199503	0.004260	0.000005	0.004260	8.2	10.5	20.8
270	-0.631434	-0.631450	0.000053	4.579068	661.294712	0.003799	0.000005	0.003799	9.4	9.5	21.4
271	-0.624034	-0.624052	0.000060	3.608386	687.379604	0.003615	0.000005	0.003615	26.8	8.9	37.9
272	-0.636744	-0.636762	0.000059	2.637703	715.606871	0.003901	0.000005	0.003901	19.6	8.9	30.7
273	-0.615849	-0.615868	0.000065	3.637703	686.561677	0.003683	0.000005	0.003682	8.0	8.4	18.6
274	-0.623521	-0.623539	0.000060	2.667020	714.720431	0.004120	0.000005	0.004120	7.9	7.7	17.3
275	-0.616799	-0.616818	0.000062	3.667020	685.745693	0.005083	0.000005	0.005083	7.9	9.1	18.8
276	-0.622903	-0.622921	0.000058	2.696337	713.836184	0.004117	0.000005	0.004117	7.6	8.0	17.3
277	-0.605066	-0.605084	0.000060	1.725654	744.326338	0.003615	0.000005	0.003615	8.8	8.8	19.0
278	-0.607007	-0.607025	0.000058	2.706095	713.542336	0.004363	0.000005	0.004363	7.8	8.0	17.2
279	-0.635444	-0.635461	0.000058	2.312912	725.576552	0.003599	0.000005	0.003599	9.0	8.4	19.0
280	-0.601566	-0.601584	0.000061	3.312912	695.733293	0.003804	0.000005	0.003803	7.9	8.7	18.6
281	-0.641281	-0.641300	0.000062	2.342229	724.665256	0.004392	0.000005	0.004392	8.3	9.4	19.2
282	-0.624282	-0.624301	0.000063	3.342228	694.895403	0.003563	0.000005	0.003563	8.8	19.8	30.1
283	-0.627138	-0.627155	0.000060	4.200805	671.220724	0.002971	0.000005	0.002971	19.7	8.1	29.5
284	-0.639343	-0.639361	0.000061	5.199143	645.643350	0.004348	0.000005	0.004348	8.7	8.9	19.4
285	-0.616589	-0.616607	0.000063	4.228460	670.484939	0.003720	0.000005	0.003720	7.8	7.9	17.1
286	-0.631294	-0.631313	0.000062	5.228460	644.921679	0.003808	0.000005	0.003808	15.3	20.5	38.5
287	-0.632962	-0.632981	0.000063	4.257777	669.706700	0.004016	0.000005	0.004016	18.3	8.2	28.8
288	-0.618757	-0.618777	0.000065	3.287094	696.472889	0.004130	0.000005	0.004130	8.3	7.7	17.5
289	-0.618254	-0.618273	0.000063	4.287068	668.930953	0.004546	0.000005	0.004546	9.6	9.9	21.5
290	-0.604392	-0.604411	0.000064	3.316385	695.633933	0.003444	0.000005	0.003444	24.3	26.4	52.6
291	-0.616566	-0.616586	0.000069	2.345728	724.556644	0.004398	0.000005	0.004398	10.6	18.8	31.4
292	-0.640661	-0.640678	0.000058	1.375045	755.989647	0.003811	0.000005	0.003811	11.0	9.1	22.1
293	-0.627437	-0.627455	0.000059	0.404374	790.273169	0.003498	0.000005	0.003497	9.7	8.1	20.1
294	-0.629760	-0.629779	0.000064	0.730638	778.408020	0.004283	0.000005	0.004283	7.5	7.9	16.8
295	-0.610229	-0.610249	0.000065	1.730521	744.166948	0.003588	0.000005	0.003588	7.6	8.8	18.1
296	-0.606674	-0.606693	0.000064	2.730521	712.807883	0.004038	0.000005	0.004038	7.6	7.8	16.8
297	-0.624957	-0.624975	0.000062	2.802103	710.664195	0.003887	0.000005	0.003887	7.8	9.1	18.3
298	-0.650093	-0.650111	0.000061	3.802098	682.010969	0.003371	0.000005	0.003371	7.7	7.9	16.8
299	-0.622727	-0.622746	0.000065	2.831415	709.790121	0.003815	0.000005	0.003814	8.4	8.9	18.7
300	-0.643938	-0.643956	0.000058	3.774785	682.762846	0.003510	0.000005	0.003510	7.6	7.9	17.0
301	-0.598308	-0.598326	0.000063	4.774785	656.273281	0.003757	0.000005	0.003757	9.1	8.4	19.0
302	-0.643585	-0.643606	0.000067	3.804102	681.955862	0.004467	0.000005	0.004467	7.6	8.1	17.5
303	-0.626931	-0.626951	0.000065	2.833419	709.730434	0.004275	0.000005	0.004275	8.5	8.3	18.3
304	-0.626942	-0.626961	0.000063	1.862746	739.863117	0.004027	0.000005	0.004027	8.6	29.5	39.9
305	-0.642300	-0.642318	0.000060	0.892063	772.668276	0.003476	0.000005	0.003476	13.1	25.3	40.7
306	-0.636104	-0.636122	0.000060	1.892063	738.915605	0.003300	0.000005	0.003300	27.9	8.8	38.9
307	-0.625848	-0.625868	0.000066	0.921380	771.634934	0.004149	0.000005	0.004149	8.3	8.2	17.8
